classifier;X_train;X_test;y_train;y_test;predicted_test;predicted_train;test_score;train_score;seed_random;cm
"LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=9100,
          multi_class='ovr', penalty='l2', random_state=32159933, tol=0.01,
          verbose=0)";"[[-0.30774264 -0.26749338 -1.0734113  ... -0.58018065  0.89081142
   0.39739936]
 [-1.23741151 -1.29120801  0.43253815 ... -0.48573905 -1.24004251
  -1.14101426]
 [ 0.14723674  0.19685181 -0.4680151  ... -0.14043692 -0.31394061
  -0.89347696]
 ...
 [-0.79601404 -0.79126559 -1.39690964 ... -0.92548278  0.83890601
   0.38103326]
 [-1.17454003 -1.21829844 -1.5218306  ... -0.80447947  0.09310713
  -0.39226508]
 [-0.96398359 -0.9783199  -1.4493691  ...  0.79807656 -0.28115824
  -0.22655829]]";"[[ 1.48309257  1.45381381  1.07891842 ...  0.55606994  0.92359379
   1.21161295]
 [ 0.82424046  0.85174822  2.45132169 ...  0.20486521  0.85256533
   1.32208414]
 [ 1.54631604  1.50996088  0.75601719 ...  0.50884913  1.08750563
   1.01317396]
 ...
 [-1.59884964 -1.722504   -2.20339198 ... -1.26783361  0.50288673
  -0.48023288]
 [-0.50609479 -0.47686491 -0.02077197 ... -0.40015134 -1.63343093
  -1.10419053]
 [ 1.67771422  1.62579961  1.05508528 ...  0.18715741  0.83890601
   0.51400784]]";"[6 3 1 1 5 2 1 2 5 4 0 1 2 5 1 2 2 4 5 5 3 2 1 4 6 0 2 5 2 5 4 1 6 1 1 1 4
 0 0 1 1 5 5 4 4 0 5 6 6 1 0 6 3 1 4 1 4 2 3 3 4 3 3 0 2 3 3 3 6 1 5 6 2 6
 3 4 1 5 2 3 0 4 4 4 5 4 4 2 0 0 2 3 5 4 2 4 3 1 1 3 2 4 6 5 3 6 4 2 4 0 1
 1 5 1 6 3 6 2 0 6 1 1 0 1 5 0 4 2 3 0 0 5 4 0 0 5 4 2 3 6 6 1 6 2 2 3 4 3
 6 1 3 0 6 1 0 1 3 6 0 1 6 5 1 5 1 3 5 3 0 4 6 6 6 4 5 3 2 0 3 6 4 0 1 2 6
 5 0 0 4 0 6 3 5 0 6 6 2 2 2 0 6 0 2 1 5 4 3 5 2 0 0 4 5 3 4 2 4 3 2 4 0 4
 4 4 1 6 4 5 2 3 5 5 5 2 4 6 5 4 3 0 0 4 5 3 1 1 0 4 0 1 0 0 6 6 1 1 0 2 3
 5 3 5 5 0 4 0 1 1 2 0 6 2 1 6 3 6 2 2 6 6 3 0 3 2 0 3 5 1 3 3 3 0 2 4 2 3
 0 6 6 3 6 2 1 4 2 4 2 0 6 4 5 5 0 6 6 2 2 3 4 1 6 6 4 3 4 0 4 5 1 4 6 6 5
 6 1 1 3 6 4 3 3 6 5 3 0 6 3 5 3 6 1 4 5 2 2 3 5 0 5 3 6 6 5 4 6 1 4 5 6 2
 6 3 5 2 4 6 3 2 3 3 3 0 4 4 3 6 4 6 2 1 5 0 5 4 6 2 6 2 6 5 4 2 5 3 4 1 5
 3 5 5 0 1 3 2 1 2 2 3 2 4 0 0 1 0 3 2 0 1 0 1 0 5 2 5 5 3 4 5 3 1 1 6 5 2
 1 2 2 5 4 4 1 2 1 0 4 1 1 4 6 5 2 0 6 3 5 1 5 0 2 5 5 2]";"[0 4 0 1 1 6 5 6 5 1 4 2 2 5 4 6 4 1 4 3 3 6 0 6 1 5 0 2 3 3 0 6 2 1 6 1 4
 1 2 0 0 0 1 0 0 3 5 2 2 5 5 3 0]";"[0 4 0 1 1 6 5 6 5 1 4 2 2 5 4 6 4 1 4 3 3 6 0 6 1 5 0 2 3 3 0 6 2 1 6 1 4
 1 2 1 0 0 1 0 0 3 5 2 2 5 5 3 0]";"[6 3 1 1 5 2 1 2 5 4 0 1 2 5 1 2 2 4 5 5 3 2 1 4 6 0 2 5 2 5 4 1 6 1 1 1 4
 0 0 1 1 6 5 4 4 0 5 6 6 1 0 6 3 1 4 1 4 2 3 3 4 3 3 0 2 3 3 3 6 1 5 6 2 6
 3 4 0 5 2 3 0 4 4 4 5 4 4 2 0 0 2 3 5 4 2 4 3 1 1 3 2 4 6 5 3 6 4 2 4 1 1
 1 5 1 6 3 6 2 0 6 1 1 0 1 5 0 4 2 3 0 0 5 4 0 0 5 4 2 3 6 6 1 6 2 2 3 4 3
 6 1 3 6 6 1 0 1 3 6 0 1 6 5 0 5 1 3 5 3 0 4 6 6 6 4 5 3 2 0 3 6 4 0 1 2 6
 2 0 0 4 0 6 3 5 0 6 1 2 2 2 0 6 0 2 1 5 4 3 5 2 0 0 4 5 3 4 2 4 3 2 4 0 4
 4 4 1 6 4 5 2 3 5 5 5 2 4 6 5 4 3 0 0 4 5 3 1 1 0 4 0 1 0 0 6 6 0 1 0 2 3
 5 3 5 5 0 4 0 1 1 2 0 6 2 1 6 3 6 2 5 5 6 3 0 3 2 0 3 5 1 3 3 3 0 2 4 2 3
 0 6 6 3 6 2 1 4 2 4 2 0 6 4 5 5 0 6 6 2 2 3 4 1 6 6 4 3 4 0 4 5 1 4 6 6 5
 6 1 1 3 6 4 3 3 6 5 3 1 5 3 5 3 6 1 4 5 2 2 3 5 1 5 3 6 6 5 4 6 1 4 5 6 2
 6 3 5 2 4 6 3 2 3 3 3 0 4 4 3 6 4 6 2 1 5 0 5 4 6 2 6 2 6 5 4 2 5 3 4 1 5
 3 5 5 0 1 3 2 1 2 2 3 2 4 0 0 1 0 3 2 0 1 0 1 0 5 6 5 5 3 4 5 3 1 1 6 5 2
 1 2 2 0 4 4 1 2 1 0 4 1 1 4 6 5 2 0 6 3 5 1 5 0 2 5 5 2]";0.9811320754716981;0.9682203389830508;32159933;"[[10  1  0  0  0  0  0]
 [ 0  9  0  0  0  0  0]
 [ 0  0  7  0  0  0  0]
 [ 0  0  0  6  0  0  0]
 [ 0  0  0  0  6  0  0]
 [ 0  0  0  0  0  7  0]
 [ 0  0  0  0  0  0  7]]"
"LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=9100,
          multi_class='ovr', penalty='l2', random_state=32159933, tol=0.01,
          verbose=0)";"[[-0.88168631 -0.88620274 -1.37644864 ... -0.65101186  0.78153686
   0.60197564]
 [-0.53026073 -0.50268219  0.5060752  ...  0.00417679 -1.56513433
  -1.29444647]
 [-0.83451384 -0.83380987 -0.28461463 ... -0.14929082 -1.95305902
  -1.76497192]
 ...
 [-0.53104585 -0.50352211 -0.92559163 ... -0.66871966  1.36615576
   0.8188265 ]
 [ 0.71793625  0.75150672  0.2114184  ...  1.65690493  0.04939731
   0.89042819]
 [ 1.32703174  1.31404873  0.58647255 ... -0.81628467  0.08491154
  -0.73390747]]";"[[ 0.748361    0.78028975  0.10234701 ...  1.01057017 -0.77562563
  -0.85051595]
 [ 2.06010195  1.95663032  1.22551193 ... -0.34112534  1.34156899
   1.01317396]
 [-0.76320452 -0.75516055  0.24427638 ... -1.45671683 -0.43687449
  -0.75436509]
 ...
 [-1.50151438 -1.60422743 -1.02652716 ... -0.45622604  0.45644504
  -0.16313965]
 [ 0.98156255  0.99845197  0.41464969 ... -0.63625536  0.09583899
  -0.56615492]
 [-0.25723366 -0.21487944 -0.30708105 ...  0.81873566 -0.58712701
  -0.6275278 ]]";"[6 3 3 0 0 0 4 1 6 6 0 0 5 0 2 4 0 3 1 2 0 4 6 0 6 5 2 5 2 3 1 3 2 3 3 6 6
 5 5 4 4 1 4 4 3 5 5 5 0 1 2 4 3 4 6 1 3 4 6 5 2 2 1 2 1 0 0 2 2 4 6 4 0 0
 5 0 5 2 1 2 0 4 2 0 6 4 2 1 3 1 4 5 6 6 0 4 5 3 4 2 5 6 4 0 5 6 2 1 5 0 0
 0 1 1 6 1 1 4 6 0 6 2 2 2 5 3 4 4 6 5 1 4 3 3 2 4 4 0 1 6 2 4 3 1 5 1 1 6
 5 1 0 3 1 2 3 0 3 5 1 1 3 2 0 5 6 3 1 1 1 0 2 1 3 3 3 6 4 2 3 4 1 4 2 5 3
 0 2 3 3 5 4 6 2 4 4 4 5 2 1 0 5 3 2 6 5 2 0 2 2 5 6 6 5 5 2 6 3 0 4 4 2 1
 4 2 4 2 5 1 0 4 5 1 2 3 3 6 5 5 0 1 2 0 6 6 6 4 0 4 2 0 5 6 6 1 0 3 1 1 3
 2 6 5 3 5 5 2 2 4 5 5 3 3 3 4 3 0 6 3 4 4 5 4 4 5 0 4 6 5 3 4 4 3 0 3 5 2
 6 6 4 3 5 2 0 5 0 5 0 6 6 1 0 0 4 6 1 4 4 3 2 3 5 2 1 6 3 6 0 2 1 1 3 2 6
 0 6 5 0 4 1 3 0 2 6 1 6 5 1 2 6 4 4 4 1 2 3 2 1 3 1 6 2 3 2 3 3 3 6 1 2 1
 6 5 2 3 1 3 4 6 5 0 4 3 3 2 6 3 1 3 2 2 3 6 1 2 0 5 4 5 6 2 0 4 4 0 5 6 2
 5 3 2 0 0 5 6 5 4 4 1 1 0 0 4 2 3 0 4 1 5 5 0 1 1 0 6 6 4 3 5 6 1 6 6 5 6
 6 4 3 1 1 3 4 4 5 0 5 0 2 3 1 6 5 1 0 4 6 0 1 0 5 5 0 1]";"[1 0 3 3 3 5 5 3 0 4 5 2 1 1 1 0 0 3 4 6 1 0 4 6 2 2 6 5 1 3 5 2 5 1 2 6 0
 3 4 2 0 2 0 6 6 6 5 1 6 4 5 1 2]";"[1 0 3 3 3 5 5 3 0 4 5 2 1 1 1 0 0 3 4 6 1 0 4 6 2 2 6 5 1 3 5 2 5 1 2 6 0
 3 4 2 0 2 0 6 6 6 5 1 6 4 5 1 2]";"[5 3 3 0 0 0 4 1 6 6 0 0 5 0 2 4 0 3 1 2 0 4 6 0 6 5 2 5 2 3 1 3 2 3 3 6 6
 5 5 4 4 1 4 4 3 5 5 5 1 1 2 4 3 4 6 1 3 4 6 5 2 2 1 2 1 0 0 2 2 4 6 4 0 0
 5 1 5 2 1 2 0 4 2 0 6 4 2 1 3 0 4 5 6 6 0 4 5 3 4 2 5 6 4 0 5 6 2 1 5 0 0
 0 1 1 6 1 1 4 6 0 6 2 2 2 5 3 4 4 6 5 1 4 3 3 2 4 4 0 1 6 2 4 3 1 5 1 1 6
 5 1 0 3 1 2 3 0 3 5 1 1 3 2 0 5 5 3 1 1 1 0 2 1 3 3 3 6 4 2 3 4 1 4 2 5 3
 0 2 3 3 5 4 6 2 4 4 4 5 2 1 0 5 3 2 6 5 2 0 2 6 5 6 6 5 5 2 6 3 0 4 4 2 1
 4 2 4 2 5 1 0 4 5 1 2 3 3 6 5 5 0 1 2 0 6 6 6 4 0 4 2 0 5 6 6 1 0 3 1 1 3
 2 6 5 3 5 5 2 2 4 5 5 3 3 3 4 3 0 6 3 4 4 5 4 4 5 0 4 6 5 3 4 4 3 0 3 5 2
 6 1 4 3 5 2 0 5 0 5 0 6 6 1 0 0 4 6 1 4 4 3 2 3 5 2 1 6 3 6 0 2 1 1 3 5 6
 0 6 5 0 4 1 3 1 2 6 1 6 5 1 2 6 4 4 4 1 2 3 2 1 3 1 6 2 3 2 3 3 3 6 1 2 1
 6 5 2 3 1 3 4 6 5 0 4 3 3 2 6 3 1 3 2 2 3 6 1 2 0 6 4 5 6 2 0 4 4 0 5 6 2
 5 3 2 0 0 5 6 5 4 4 1 1 0 0 4 2 3 0 4 1 2 5 0 1 1 0 6 6 4 3 5 6 0 6 6 5 6
 6 4 3 1 1 3 4 4 5 0 5 1 2 3 1 6 5 1 0 4 6 0 0 0 5 5 0 1]";1.0;0.9703389830508474;32159933;"[[8 0 0 0 0 0 0]
 [0 9 0 0 0 0 0]
 [0 0 8 0 0 0 0]
 [0 0 0 7 0 0 0]
 [0 0 0 0 5 0 0]
 [0 0 0 0 0 8 0]
 [0 0 0 0 0 0 8]]"
"LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=9100,
          multi_class='ovr', penalty='l2', random_state=32159933, tol=0.01,
          verbose=0)";"[[ 0.52445719  0.56666806  0.1462024  ...  1.48868081  0.40453963
   1.19115532]
 [-1.50151438 -1.60422743 -1.02652716 ... -0.45622604  0.45644504
  -0.16313965]
 [-1.17562153 -1.21954761 -1.13790529 ... -0.72479437  0.7405589
   0.21328071]
 ...
 [-1.16058276 -1.20219285 -1.32623044 ... -0.06370311  1.01374531
   1.44687567]
 [-0.98922689 -1.0067602  -0.94610199 ... -0.41785914  1.15033851
   1.36709092]
 [ 1.25152709  1.24581582  0.39264756 ...  0.47638483  0.82251482
   1.01726549]]";"[[-0.23279489 -0.18952141  1.41615079 ...  1.2997976   0.55752401
   1.98081976]
 [ 0.82424046  0.85174822  2.45132169 ...  0.20486521  0.85256533
   1.32208414]
 [ 0.53094779  0.57292019  0.22180072 ...  1.56246332 -1.54601129
  -0.91393459]
 ...
 [ 0.62601437  0.6640819   0.55591047 ...  1.2761872  -0.84938596
  -0.84642442]
 [-0.54582638 -0.51934794 -1.0984147  ... -1.114366    0.74329077
   0.02711629]
 [ 1.81628229  1.74674282  0.87138663 ... -0.95499579  0.06578849
  -0.46182101]]";"[0 5 5 3 2 6 1 3 3 0 3 5 1 4 1 0 5 4 3 4 5 4 6 4 6 0 4 4 3 4 4 4 1 5 0 3 4
 4 2 4 0 0 5 3 1 5 3 1 2 3 4 0 2 6 2 1 1 0 6 2 2 1 5 1 2 5 6 1 2 0 2 6 3 4
 4 2 5 0 3 4 0 2 0 2 1 1 0 6 1 6 5 6 1 3 2 1 6 3 5 0 5 0 6 6 0 1 3 0 3 3 0
 6 2 2 4 0 0 5 3 3 5 3 4 4 5 5 4 3 4 6 0 4 1 4 6 2 3 1 2 6 5 6 2 4 6 5 1 6
 1 1 3 3 1 3 6 5 4 6 0 1 0 0 6 2 2 5 5 1 6 1 5 5 3 0 4 1 6 1 3 5 2 5 6 3 3
 6 1 0 0 4 2 2 2 3 4 4 4 4 3 4 2 0 0 1 2 3 1 6 1 2 3 0 6 6 3 4 6 5 3 6 3 0
 2 5 0 3 6 6 1 6 2 5 1 4 3 3 3 2 4 0 2 1 2 2 6 6 6 5 3 0 4 2 4 5 0 5 2 5 1
 0 1 1 2 0 6 2 1 6 3 0 4 3 6 2 5 0 1 2 4 6 6 6 4 6 4 1 2 0 2 0 3 1 1 2 3 0
 1 5 0 3 1 5 5 1 4 0 1 4 2 3 0 3 5 2 5 0 4 1 5 5 6 5 6 3 1 1 1 2 4 3 6 6 1
 2 3 4 1 1 5 2 3 5 3 4 3 6 5 0 4 4 6 0 5 1 4 4 1 4 5 4 1 2 5 1 3 3 6 6 3 4
 3 3 4 5 2 2 0 3 6 2 6 0 2 3 6 3 2 4 0 5 1 2 3 3 5 6 4 4 1 5 5 5 6 5 5 2 3
 5 1 0 3 2 3 5 5 0 6 0 0 6 6 2 0 2 5 4 1 4 4 0 4 6 4 0 0 5 1 4 4 5 4 6 5 1
 1 2 4 1 1 2 1 1 2 6 0 0 0 0 2 3 0 3 3 0 2 3 3 0 6 6 6 0]";"[4 4 2 0 2 6 1 5 4 0 6 2 5 5 6 5 0 5 0 4 6 1 1 0 3 0 6 1 6 3 3 6 6 4 2 2 5
 2 2 4 5 1 2 2 4 5 5 5 0 2 2 5 1]";"[4 4 2 0 2 6 1 5 4 0 6 2 5 5 6 5 0 5 0 4 1 1 1 0 3 0 6 1 6 3 3 6 6 4 2 2 5
 2 2 4 5 1 2 2 4 5 5 5 0 5 2 5 1]";"[0 5 5 3 2 6 1 3 3 1 3 5 1 4 1 0 5 4 3 4 5 4 6 4 6 0 4 4 3 4 4 4 1 5 0 3 4
 4 2 4 0 0 5 3 1 5 3 0 2 3 4 0 2 6 2 1 1 0 6 2 2 1 5 1 2 5 6 1 2 0 2 6 3 4
 4 2 5 1 3 4 0 2 0 2 1 1 0 6 1 6 5 6 1 3 2 1 6 3 2 0 5 0 6 6 0 1 3 0 3 3 0
 6 2 2 4 0 0 5 3 3 5 3 4 4 5 5 4 3 4 6 0 4 1 4 6 2 3 1 2 1 5 6 2 4 6 5 1 6
 1 1 3 3 1 3 6 5 4 6 0 1 0 0 6 2 2 5 5 1 6 1 5 6 3 0 4 1 6 1 3 5 2 5 6 3 3
 6 1 0 0 4 2 2 2 3 4 4 4 4 3 4 2 0 0 1 2 3 1 6 1 2 3 0 6 6 3 4 6 5 3 6 3 0
 2 5 0 3 6 6 1 6 2 5 1 4 3 3 3 2 4 0 2 1 2 2 6 6 6 5 3 0 4 2 4 5 0 5 2 5 1
 0 1 1 2 0 6 2 1 5 3 0 4 3 6 2 5 0 1 2 4 6 6 6 4 6 4 1 2 0 2 0 3 1 1 2 3 0
 1 5 0 3 1 5 5 1 4 0 1 4 2 3 0 3 5 2 5 0 4 1 5 5 6 5 6 3 1 1 1 2 4 3 6 6 1
 2 3 4 1 1 5 6 3 5 3 4 3 5 5 0 4 4 6 1 5 1 4 4 1 4 5 4 1 2 5 1 3 3 6 6 3 4
 3 3 4 5 2 2 0 3 6 2 6 0 2 3 6 3 2 4 0 5 1 2 3 3 5 6 4 4 0 5 5 5 6 5 5 2 3
 5 1 0 3 2 3 5 5 0 6 0 0 6 6 2 0 2 5 4 1 4 4 0 4 6 4 0 0 5 1 4 4 5 4 6 5 1
 1 2 4 1 1 2 1 1 2 6 0 0 0 1 2 3 0 3 3 0 2 3 3 0 5 6 6 0]";0.9622641509433962;0.972457627118644;32159933;"[[ 7  0  0  0  0  0  0]
 [ 0  6  0  0  0  0  0]
 [ 0  0 10  0  0  1  0]
 [ 0  0  0  3  0  0  0]
 [ 0  0  0  0  7  0  0]
 [ 0  0  0  0  0 11  0]
 [ 0  1  0  0  0  0  7]]"
"LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=9100,
          multi_class='ovr', penalty='l2', random_state=32159933, tol=0.01,
          verbose=0)";"[[ 1.31245664  1.30090886  0.46615646 ...  0.96039807 -0.03802234
   0.16213664]
 [-1.50006752 -1.60248155  0.10289537 ...  1.19355079 -2.56499657
  -1.738377  ]
 [-1.12839591 -1.16516117 -0.91149892 ... -0.62740146  0.34170676
   0.18259427]
 ...
 [-0.89580836 -0.90194501 -1.10750605 ...  0.74790445  0.15047627
   0.24192139]
 [-1.98378243 -2.20737592 -0.54203494 ... -0.57722935 -1.29467979
  -1.01417697]
 [ 0.43204201  0.47725115  0.25918035 ...  1.39719051 -1.12257236
  -0.8198295 ]]";"[[-1.2161257  -1.26645709 -0.64246839 ...  1.04893708 -0.60625006
  -0.27974813]
 [-0.43032301 -0.39635602 -0.61816261 ...  2.46851249 -1.54601129
  -0.81369222]
 [ 0.57424661  0.61453577  1.84916699 ...  1.01057017  0.41000336
   1.30367228]
 ...
 [-0.35555289 -0.3175541   0.575616   ...  0.28750162 -1.79187905
  -1.43355834]
 [-0.35540714 -0.31740112 -0.20121887 ... -0.46212865 -0.10358708
  -0.74822781]
 [-0.41656197 -0.38180548  1.0668454  ...  0.39965102 -2.26995525
  -1.71996513]]";"[1 3 5 2 2 4 2 6 6 1 3 5 5 3 3 2 5 4 2 2 4 6 5 6 3 0 5 1 2 3 1 1 3 5 4 1 2
 2 1 4 0 0 4 2 6 6 6 5 5 3 0 2 0 5 4 2 1 0 6 0 3 4 4 5 3 2 4 1 4 0 5 5 1 5
 2 6 0 1 5 5 3 4 1 5 0 1 3 6 4 5 3 2 6 6 6 4 4 0 4 5 1 0 6 2 4 5 4 4 0 2 5
 5 1 6 3 1 0 4 0 0 4 6 3 3 1 0 6 6 6 2 3 1 2 3 0 0 6 5 4 5 4 0 6 3 0 5 2 1
 3 2 0 6 3 0 5 1 6 0 4 6 4 1 6 6 5 2 1 4 1 3 4 0 5 0 2 2 0 3 1 3 1 3 2 4 2
 3 4 3 5 3 1 3 4 2 4 0 1 1 3 5 5 1 6 2 1 3 4 6 0 2 4 4 1 5 5 3 5 2 5 4 3 3
 6 6 6 1 5 1 5 3 6 6 4 4 0 4 5 4 2 0 4 3 0 3 2 1 1 2 3 5 0 2 1 5 1 1 6 3 3
 3 2 0 5 2 0 2 3 6 6 2 0 6 2 5 3 1 0 5 1 3 4 2 1 0 1 1 0 0 3 3 5 3 1 4 1 4
 1 5 6 1 6 3 0 6 2 2 2 0 4 6 4 5 4 1 5 2 3 3 2 1 4 6 3 0 0 5 5 1 5 1 4 5 3
 4 0 4 2 3 3 0 6 3 6 6 6 0 0 6 5 0 6 2 3 0 6 4 1 5 2 0 4 1 2 1 1 5 2 3 2 2
 4 6 5 4 1 2 1 6 3 4 2 5 5 1 4 3 5 6 4 2 4 4 6 2 0 1 3 3 4 4 5 3 3 3 5 6 6
 5 2 0 0 6 0 1 0 2 0 0 5 1 5 0 2 3 4 5 0 5 6 6 0 2 5 0 5 1 6 0 5 4 4 2 3 2
 5 1 2 4 4 5 6 6 6 4 6 6 2 4 3 3 5 0 1 1 4 0 1 6 2 2 3 1]";"[6 2 4 1 6 0 0 2 0 0 1 1 2 5 1 0 2 4 4 6 0 3 1 2 1 3 6 6 2 1 2 6 3 4 5 3 1
 0 2 0 4 6 5 5 0 0 4 2 6 6 3 6 3]";"[6 2 4 1 6 0 0 2 0 0 1 1 2 5 1 0 2 4 4 6 0 3 1 2 1 3 6 6 2 1 2 6 3 4 5 3 1
 0 2 0 4 5 5 5 0 0 4 2 1 6 3 6 3]";"[1 3 5 2 2 4 2 6 6 1 3 5 2 3 3 2 5 4 2 2 4 6 5 6 3 0 5 1 2 3 1 1 3 5 4 1 2
 2 1 4 0 1 4 2 6 6 6 5 5 3 0 2 0 5 4 2 1 0 6 0 3 4 4 5 3 2 4 1 4 0 5 5 1 5
 2 6 0 1 5 5 3 4 1 5 0 1 3 1 4 5 3 2 6 6 6 4 4 0 4 5 1 0 6 2 4 5 4 4 0 2 5
 5 1 6 3 1 0 4 0 0 4 6 3 3 1 0 6 6 6 6 3 0 2 3 0 0 6 5 4 5 4 0 5 3 0 5 2 1
 3 2 0 6 3 0 5 1 6 0 4 6 4 1 6 6 5 5 1 4 1 3 4 0 5 0 2 2 0 3 1 3 1 3 2 4 2
 3 4 3 5 3 1 3 4 2 4 0 1 1 3 5 5 1 6 2 1 3 4 6 0 2 4 4 1 5 5 3 5 2 5 4 3 3
 6 6 6 1 5 1 5 3 6 6 4 4 0 4 5 4 2 0 4 3 0 3 2 1 1 2 3 5 0 2 1 5 1 1 6 3 3
 3 2 0 5 2 0 2 3 6 6 2 0 6 2 5 3 1 0 6 1 3 4 2 1 0 1 1 0 0 3 3 5 3 1 4 1 4
 1 5 6 1 6 3 0 6 2 2 2 1 4 6 4 5 4 0 5 2 3 3 2 1 4 6 3 0 0 5 5 1 5 1 4 5 3
 4 0 4 2 3 3 0 6 3 6 6 6 0 1 6 5 0 6 2 3 0 6 4 1 5 2 0 4 1 2 1 1 5 2 3 2 2
 4 6 5 4 1 2 1 6 3 4 2 5 5 1 4 3 5 6 4 2 4 4 6 2 0 1 3 3 4 4 5 3 3 3 5 6 6
 5 2 0 0 6 0 1 0 2 0 1 5 1 5 0 2 3 4 5 0 5 6 6 0 2 5 0 5 1 6 0 5 4 4 2 3 2
 5 1 2 4 4 5 5 6 6 4 6 6 2 4 3 3 5 0 1 1 4 0 1 6 2 2 3 1]";0.9622641509433962;0.972457627118644;32159933;"[[10  0  0  0  0  0  0]
 [ 0  8  0  0  0  0  0]
 [ 0  0  9  0  0  0  0]
 [ 0  0  0  6  0  0  0]
 [ 0  0  0  0  6  0  0]
 [ 0  0  0  0  0  4  0]
 [ 0  1  0  0  0  1  8]]"
